Vehicle_ID,Manufacturer,Model,Year,,,,,,Price_USD,,,,,,Units_Sold_2024
1079,Lotus,Evija,2025,,,,,,"$76,946.32",,,,,,10629
1080,GMC,Hummer EV SUV,2022,,,,,,"$53,299.14",,,,,,2441
1081,Great Wall Motors,ORA Ballet Cat,2022,,,,,,"$62,296.05",,,,,,9622
1082,Kia,EV6,2020,,,,,,"$136,331.87",,,,,,10397
1083,Nissan,Ariya,2017,,,,,,"$122,371.13",,,,,,19389
1084,Great Wall Motors,ORA Ballet Cat,2015,,,,,,"$73,318.39",,,,,,18265
1085,Li Auto,L7,2020,,,,,,"$83,973.56",,,,,,11052
1086,Mini,Mini Cooper SE,2023,,,,,,"$125,592.29",,,,,,2719
1087,Zeekr,Zeekr 009,2015,,,,,,"$126,194.58",,,,,,3792
1088,Rimac,Nevera,2018,,,,,,"$106,010.14",,,,,,17196
1089,NIO,EC6,2024,,,,,,"$132,041.04",,,,,,13542
1090,Peugeot,e-208,2017,,,,,,"$64,549.59",,,,,,4381
1091,Audi,e-tron GT,2018,,,,,,"$104,888.14",,,,,,5247
1092,Dacia,Bigster EV (upcoming),2020,,,,,,"$114,740.00",,,,,,8530
1093,BYD,Atto 3,2025,,,,,,"$143,056.53",,,,,,14862
1094,Mini,Mini Aceman,2018,,,,,,"$145,242.07",,,,,,7119
1095,Genesis,GV70 Electric,2015,,,,,,"$135,787.05",,,,,,9935
1096,Lamborghini,Revuelto (PHEV),2018,,,,,,"$59,342.54",,,,,,16026
1097,Genesis,G80 Electric,2022,,,,,,"$32,347.24",,,,,,3816
1098,Geely,Emgrand EV,2024,,,,,,"$49,450.75",,,,,,3686
1099,Mahindra,Born Electric (upcoming range),2017,,,,,,"$33,369.41",,,,,,1778
1100,Lucid Motors,Lucid Air,2015,,,,,,"$142,767.23",,,,,,12196
1101,MG,MG5 EV,2017,,,,,,"$140,705.69",,,,,,2687
1102,VinFast,VFe34 (discontinued),2020,,,,,,"$134,640.79",,,,,,19230
1103,Fisker,Ocean,2016,,,,,,"$128,789.90",,,,,,3045
1104,Jaguar,I-PACE,2021,,,,,,"$48,888.55",,,,,,2924
1105,Jaguar,I-PACE,2021,,,,,,"$116,600.48",,,,,,8148
1106,GMC,Hummer EV Pickup,2015,,,,,,"$94,337.82",,,,,,4903
1107,Porsche,Taycan,2016,,,,,,"$46,873.35",,,,,,12306
1108,Nissan,Leaf,2020,,,,,,"$118,317.99",,,,,,19118
1109,Canoo,Lifestyle Vehicle,2016,,,,,,"$80,863.45",,,,,,6947
1110,Honda,e:Ny1,2017,,,,,,"$73,418.71",,,,,,2015
1111,Renault,Megane E-Tech,2021,,,,,,"$45,177.93",,,,,,248
1112,Seat,Avenger,2015,,,,,,"$78,664.80",,,,,,2126
1113,Geely,Emgrand EV,2025,,,,,,"$50,697.90",,,,,,14227
1114,Jaguar,I-PACE,2023,,,,,,"$33,197.45",,,,,,16023
1115,Zeekr,Zeekr 001,2023,,,,,,"$47,775.86",,,,,,16658
1116,Li Auto,MEGA,2016,,,,,,"$146,253.04",,,,,,13127
1117,Jaguar,I-PACE,2015,,,,,,"$93,374.68",,,,,,3948
1118,Tesla,Model X,2018,,,,,,"$48,790.14",,,,,,2586
1119,Jeep,Wrangler 4xe (PHEV),2023,,,,,,"$36,909.71",,,,,,817
1120,VinFast,VF 6,2015,,,,,,"$60,277.99",,,,,,18445
1121,Dacia,Bigster EV (upcoming),2024,,,,,,"$50,654.47",,,,,,16282
1122,VinFast,VFe34 (discontinued),2023,,,,,,"$100,838.06",,,,,,13463
1123,Kia,Niro EV,2018,,,,,,"$61,940.89",,,,,,19365
1124,Mazda,MX-30,2024,,,,,,"$81,694.44",,,,,,5620
1125,Hyundai,Ioniq 7 (upcoming),2015,,,,,,"$109,252.82",,,,,,12103
1126,Seat,Avenger,2017,,,,,,"$117,714.81",,,,,,17911
1127,Honda,Honda Prologue,2023,,,,,,"$136,012.96",,,,,,12248
1128,Tesla,Cybertruck,2017,,,,,,"$68,423.78",,,,,,9815
1129,XPeng,P7,2025,,,,,,"$100,851.59",,,,,,12848
1130,Mini,Mini Cooper SE,2025,,,,,,"$44,149.68",,,,,,18082
1131,Polestar,Polestar 3,2022,,,,,,"$75,286.42",,,,,,1480
1132,Li Auto,L9,2024,,,,,,"$81,516.99",,,,,,18377
1133,Kia,EV9,2017,,,,,,"$78,795.71",,,,,,8713
1134,XPeng,X9,2023,,,,,,"$61,023.79",,,,,,722
1135,Audi,e-tron,2019,,,,,,"$120,802.63",,,,,,13349
1136,Volvo,C40 Recharge,2022,,,,,,"$59,835.04",,,,,,718
1137,BYD,Seal,2019,,,,,,"$108,034.29",,,,,,15867
1138,Audi,A6 e-tron (upcoming),2017,,,,,,"$144,771.13",,,,,,2608
1139,Toyota,Lexus RZ,2023,,,,,,"$104,705.70",,,,,,8158
1140,Jeep,Recon (upcoming),2024,,,,,,"$112,642.70",,,,,,3625
1141,GMC,Hummer EV Pickup,2024,,,,,,"$59,567.58",,,,,,2027
1142,Cadillac,Optiq (upcoming),2023,,,,,,"$147,103.71",,,,,,1828
1143,Mahindra,XUV400,2015,,,,,,"$65,845.61",,,,,,8977
1144,Lamborghini,Lanzador (upcoming EV),2021,,,,,,"$31,722.61",,,,,,956
1145,Geely,Geometry C,2020,,,,,,"$59,102.00",,,,,,6039
1146,Pininfarina,Battista,2015,,,,,,"$36,443.89",,,,,,14808
1147,Great Wall Motors,ORA Ballet Cat,2025,,,,,,"$76,817.22",,,,,,16494
1148,Maserati,GranTurismo Folgore,2015,,,,,,"$100,657.19",,,,,,18934
1149,Fisker,Pear (upcoming),2015,,,,,,"$79,025.84",,,,,,1752
1150,Lotus,Emeya,2018,,,,,,"$71,486.31",,,,,,5531
1151,Honda,Honda e (discontinued),2017,,,,,,"$135,437.99",,,,,,12039
1152,Genesis,G80 Electric,2020,,,,,,"$143,335.72",,,,,,2780
1153,Geely,Geometry C,2018,,,,,,"$33,684.61",,,,,,15556
1154,Dacia,Jogger Hybrid,2025,,,,,,"$76,442.98",,,,,,19951
1155,Rimac,Nevera,2019,,,,,,"$31,417.84",,,,,,9391
1156,Audi,Q8 e-tron,2020,,,,,,"$81,299.70",,,,,,19751
1157,Rivian,R1S,2023,,,,,,"$101,490.77",,,,,,12648
1158,Ferrari,Ferrari EV (2025+),2021,,,,,,"$121,720.10",,,,,,3429
1159,Geely,Emgrand EV,2017,,,,,,"$148,379.48",,,,,,7418
1160,Geely,Geometry A,2023,,,,,,"$43,527.55",,,,,,6884
1161,Lotus,Evija,2015,,,,,,"$44,535.19",,,,,,2065
1162,Lotus,Emeya,2022,,,,,,"$105,765.49",,,,,,17948
1163,Canoo,Pickup,2018,,,,,,"$116,940.71",,,,,,16722
1164,VinFast,VF 9,2019,,,,,,"$67,119.60",,,,,,14976
1165,Porsche,Taycan,2020,,,,,,"$100,599.16",,,,,,12777
1166,Toyota,bZ4X,2016,,,,,,"$40,385.01",,,,,,13068
1167,Canoo,MPDV,2019,,,,,,"$97,403.74",,,,,,18594
1168,GMC,Hummer EV SUV,2017,,,,,,"$94,792.27",,,,,,15902
1169,Audi,Q4 e-tron,2015,,,,,,"$131,267.15",,,,,,2850
1170,Zeekr,Zeekr 009,2022,,,,,,"$66,327.08",,,,,,15105
1171,Pininfarina,Battista,2016,,,,,,"$46,556.37",,,,,,18069
1172,Toyota,bZ4X,2024,,,,,,"$51,243.14",,,,,,1749
1173,Honda,Honda e (discontinued),2020,,,,,,"$74,741.81",,,,,,4139
1174,Mahindra,XUV400,2024,,,,,,"$56,346.88",,,,,,9124
1175,Porsche,Macan EV,2023,,,,,,"$40,675.13",,,,,,4464
1176,Audi,Q8 e-tron,2023,,,,,,"$37,909.33",,,,,,3806
1177,BYD,Han EV,2024,,,,,,"$108,832.47",,,,,,14437
1178,Canoo,MPDV,2017,,,,,,"$101,237.81",,,,,,2838
1179,Ferrari,Roma PHEV,2023,,,,,,"$46,901.91",,,,,,11292
1180,Cadillac,Celestiq,2019,,,,,,"$125,163.78",,,,,,6986
1181,Opel,Corsa-e,2015,,,,,,"$109,678.54",,,,,,11794
1182,Honda,Honda e (discontinued),2018,,,,,,"$78,675.79",,,,,,7177
1183,Honda,Honda Prologue,2023,,,,,,"$57,342.18",,,,,,14598
1184,Toyota,Lexus UX 300e,2015,,,,,,"$73,706.65",,,,,,1114
1185,Pininfarina,Battista,2016,,,,,,"$109,929.89",,,,,,16630
1186,Kia,Soul EV,2017,,,,,,"$36,478.01",,,,,,10326
1187,Seat,Avenger,2025,,,,,,"$51,868.91",,,,,,1663
1188,Rimac,Nevera,2020,,,,,,"$71,642.94",,,,,,9257
1189,Mahindra,XUV400,2022,,,,,,"$35,942.10",,,,,,1577
1190,XPeng,G9,2025,,,,,,"$137,671.49",,,,,,1494
1191,GMC,Hummer EV SUV,2016,,,,,,"$148,858.28",,,,,,12248
1192,Ferrari,Roma PHEV,2017,,,,,,"$145,650.49",,,,,,1926
1193,Maserati,GranTurismo Folgore,2022,,,,,,"$90,114.46",,,,,,10051
1194,Seat,Avenger,2018,,,,,,"$131,767.95",,,,,,2388
1195,Rivian,R1S,2020,,,,,,"$85,125.42",,,,,,4897
1196,VinFast,VF 7,2019,,,,,,"$33,833.80",,,,,,17727
1197,Li Auto,L9,2018,,,,,,"$77,109.85",,,,,,10947
1198,Lamborghini,Lanzador (upcoming EV),2020,,,,,,"$118,433.60",,,,,,13732
1199,Faraday Future,FF 91,2015,,,,,,"$52,384.63",,,,,,3753
1200,Faraday Future,FF 91,2017,,,,,,"$81,773.89",,,,,,17184
1201,Lotus,Evija,2022,,,,,,"$122,736.31",,,,,,19285
1202,Ferrari,Ferrari EV (2025+),2022,,,,,,"$92,011.68",,,,,,19787
1203,Audi,A6 e-tron (upcoming),2021,,,,,,"$126,444.70",,,,,,4525
1204,Renault,Kangoo E-Tech,2017,,,,,,"$94,398.55",,,,,,2905
1205,Toyota,Lexus RZ,2019,,,,,,"$146,872.57",,,,,,427
1206,Chevrolet,Bolt EUV,2015,,,,,,"$45,744.07",,,,,,6355
1207,Opel,Corsa-e,2023,,,,,,"$77,504.75",,,,,,15060
1208,XPeng,X9,2016,,,,,,"$108,211.35",,,,,,9782
1209,Cadillac,Lyriq,2017,,,,,,"$124,218.98",,,,,,12684
1210,Mercedes-Benz,EQE,2024,,,,,,"$31,679.05",,,,,,15089
1211,NIO,ES6,2021,,,,,,"$37,253.35",,,,,,14138
1212,Lucid Motors,Lucid DreamDrive,2019,,,,,,"$71,254.79",,,,,,4413
1213,Jaguar,I-PACE,2019,,,,,,"$140,356.22",,,,,,3323
1214,MG,MG ZS EV,2023,,,,,,"$141,636.62",,,,,,12460
1215,Volvo,C40 Recharge,2023,,,,,,"$145,488.68",,,,,,17420
1216,Volvo,C40 Recharge,2019,,,,,,"$114,768.70",,,,,,15299
1217,NIO,ES7,2022,,,,,,"$143,128.97",,,,,,15472
1218,XPeng,P5,2024,,,,,,"$138,713.37",,,,,,18765
1219,GMC,Hummer EV SUV,2023,,,,,,"$68,771.58",,,,,,443
1220,Toyota,bZ4X,2018,,,,,,"$76,176.72",,,,,,19120
1221,Polestar,Polestar 3,2021,,,,,,"$55,618.92",,,,,,3416
1222,Nissan,Leaf,2023,,,,,,"$128,634.20",,,,,,18251
1223,Rimac,Nevera,2018,,,,,,"$51,146.18",,,,,,3684
1224,Lucid Motors,Lucid DreamDrive,2017,,,,,,"$79,310.66",,,,,,13117
1225,Rimac,Nevera,2018,,,,,,"$107,484.66",,,,,,12041
1226,Genesis,GV60,2015,,,,,,"$37,885.51",,,,,,9867
1227,Ferrari,Ferrari EV (2025+),2016,,,,,,"$105,305.58",,,,,,11333
1228,Dacia,Jogger Hybrid,2023,,,,,,"$52,378.44",,,,,,11542
1229,Skoda,Enyaq,2018,,,,,,"$103,913.83",,,,,,7276
1230,Volvo,C40 Recharge,2018,,,,,,"$86,345.09",,,,,,16313
1231,Citroen,Ami,2017,,,,,,"$88,967.06",,,,,,7283
1232,Skoda,Elroq (upcoming),2025,,,,,,"$131,017.74",,,,,,14503
1233,Volkswagen,ID.4,2018,,,,,,"$140,357.12",,,,,,18357
1234,Peugeot,e-2008,2025,,,,,,"$72,448.68",,,,,,1615
1235,Polestar,Polestar 5 (upcoming),2018,,,,,,"$112,040.90",,,,,,7507
1236,Subaru,Solterra,2025,,,,,,"$76,244.01",,,,,,15516
1237,BYD,Dolphin,2016,,,,,,"$68,210.45",,,,,,8770
1238,Audi,A6 e-tron (upcoming),2025,,,,,,"$110,463.03",,,,,,11722
1239,BMW,i7,2015,,,,,,"$48,995.49",,,,,,2942
1240,Subaru,Solterra,2018,,,,,,"$104,436.50",,,,,,15550
1241,Audi,e-tron GT,2021,,,,,,"$148,210.80",,,,,,11112
1242,Ferrari,Ferrari EV (2025+),2023,,,,,,"$130,879.21",,,,,,3004
1243,Opel,Mokka-e,2020,,,,,,"$44,962.71",,,,,,15934
1244,Toyota,Lexus RZ,2024,,,,,,"$115,315.97",,,,,,14262
1245,XPeng,G9,2024,,,,,,"$40,683.23",,,,,,10833
1246,Nissan,Ariya,2018,,,,,,"$100,663.60",,,,,,3601
1247,Ferrari,Ferrari EV (2025+),2020,,,,,,"$35,945.44",,,,,,17334
1248,Changan,Deepal S07,2025,,,,,,"$103,689.78",,,,,,9230
1249,Mini,Mini Cooper SE,2018,,,,,,"$143,051.48",,,,,,3975
1250,Ferrari,Ferrari EV (2025+),2024,,,,,,"$84,106.85",,,,,,18394
1251,Ford,F-150 Lightning,2015,,,,,,"$87,243.36",,,,,,8834
1252,Polestar,Polestar 3,2016,,,,,,"$112,952.63",,,,,,11394
1253,Mazda,Mazda EV (upcoming models),2020,,,,,,"$45,079.31",,,,,,12501
1254,Ford,F-150 Lightning,2024,,,,,,"$123,454.22",,,,,,12832
1255,Pininfarina,Battista,2025,,,,,,"$81,629.29",,,,,,11812
1256,Subaru,Solterra,2019,,,,,,"$56,738.67",,,,,,5163
1257,Peugeot,e-2008,2015,,,,,,"$61,814.78",,,,,,13621
1258,Peugeot,e-5008,2023,,,,,,"$137,662.37",,,,,,2938
1259,Mini,Mini Cooper SE,2022,,,,,,"$34,504.78",,,,,,1537
1260,Mercedes-Benz,EQA,2021,,,,,,"$120,467.00",,,,,,305
1261,Nissan,Leaf,2020,,,,,,"$31,195.30",,,,,,4025
1262,Zeekr,Zeekr 007,2020,,,,,,"$87,406.57",,,,,,9109
1263,BYD,Tang EV,2015,,,,,,"$96,735.43",,,,,,1529
1264,Maserati,GranTurismo Folgore,2022,,,,,,"$116,123.92",,,,,,13552
1265,Mini,Mini Aceman,2022,,,,,,"$112,918.06",,,,,,8641
1266,NIO,ES8,2025,,,,,,"$111,316.59",,,,,,19167
1267,Pininfarina,Battista,2021,,,,,,"$116,964.85",,,,,,6104
1268,Volkswagen,ID.3,2016,,,,,,"$71,598.67",,,,,,14890
1269,Canoo,Pickup,2019,,,,,,"$72,302.61",,,,,,3584
1270,Kia,Niro EV,2017,,,,,,"$59,972.80",,,,,,3702
1271,Porsche,Cayenne Electric (upcoming),2025,,,,,,"$53,082.92",,,,,,14510
1272,Subaru,Solterra,2023,,,,,,"$32,497.15",,,,,,11447
1273,GMC,Hummer EV SUV,2018,,,,,,"$138,452.85",,,,,,10372
1274,Volvo,EX30,2017,,,,,,"$49,202.16",,,,,,2743
1275,Faraday Future,FF 91,2015,,,,,,"$64,300.50",,,,,,10348
1276,Seat,Avenger,2018,,,,,,"$50,683.26",,,,,,8493
1277,MG,MG ZS EV,2025,,,,,,"$42,836.30",,,,,,5145
1278,Canoo,MPDV,2016,,,,,,"$74,653.58",,,,,,17807
1279,Maserati,GranTurismo Folgore,2021,,,,,,"$61,457.27",,,,,,31
1280,VinFast,VF 9,2017,,,,,,"$92,930.09",,,,,,13084
1281,Subaru,Solterra,2024,,,,,,"$43,415.17",,,,,,2095
1282,Mazda,MX-30,2024,,,,,,"$88,271.71",,,,,,14631
1283,Canoo,Pickup,2024,,,,,,"$93,221.51",,,,,,7187
1284,Zeekr,Zeekr 007,2015,,,,,,"$71,740.26",,,,,,126
1285,Acura,ZDX (with GM Ultium),2020,,,,,,"$30,229.32",,,,,,18499
1286,BMW,i3,2022,,,,,,"$120,754.38",,,,,,19969
1287,Skoda,Enyaq,2018,,,,,,"$106,199.97",,,,,,14223
1288,Subaru,Solterra,2015,,,,,,"$57,073.06",,,,,,11446
1289,Changan,Q05,2024,,,,,,"$142,547.47",,,,,,1423
1290,Citroen,Ami,2020,,,,,,"$127,586.24",,,,,,15094
1291,Seat,Avenger,2020,,,,,,"$65,869.03",,,,,,4937
1292,XPeng,P5,2020,,,,,,"$103,396.27",,,,,,16620
1293,Ferrari,SF90 Stradale (PHEV),2020,,,,,,"$31,083.90",,,,,,8785
1294,Great Wall Motors,ORA Good Cat,2024,,,,,,"$98,891.32",,,,,,10059
1295,Skoda,Enyaq Coupe,2019,,,,,,"$39,032.16",,,,,,7947
1296,Changan,Q05,2025,,,,,,"$65,156.08",,,,,,19822
1297,Mini,Mini Aceman,2023,,,,,,"$44,192.11",,,,,,19720
1298,Nissan,Leaf,2019,,,,,,"$30,065.37",,,,,,17722
1299,Polestar,Polestar 5 (upcoming),2019,,,,,,"$133,859.25",,,,,,20
1300,Chevrolet,Volt (PHEV),2021,,,,,,"$32,074.49",,,,,,17739
1301,Mazda,Mazda EV (upcoming models),2022,,,,,,"$139,471.94",,,,,,1023
1302,Acura,ZDX (with GM Ultium),2021,,,,,,"$140,272.08",,,,,,15858
1303,Mini,Mini Cooper SE,2021,,,,,,"$142,799.82",,,,,,19574
1304,Great Wall Motors,ORA Good Cat,2020,,,,,,"$51,696.00",,,,,,14404
1305,Honda,Honda Prologue,2019,,,,,,"$69,081.64",,,,,,17510
1306,Rimac,Nevera,2022,,,,,,"$71,723.78",,,,,,4185
1307,Porsche,Taycan,2016,,,,,,"$106,811.10",,,,,,8073
1308,Fisker,Pear (upcoming),2025,,,,,,"$66,632.86",,,,,,16461
1309,Mahindra,Born Electric (upcoming range),2024,,,,,,"$93,491.16",,,,,,8822
1310,Volvo,EX30,2025,,,,,,"$93,470.93",,,,,,19024
1311,Seat,Avenger,2018,,,,,,"$57,764.16",,,,,,2724
1312,Seat,Avenger,2018,,,,,,"$34,492.15",,,,,,5704
1313,Maserati,GranTurismo Folgore,2018,,,,,,"$112,112.55",,,,,,6969
1314,Renault,5 E-Tech,2022,,,,,,"$97,743.01",,,,,,16271
1315,Peugeot,e-5008,2022,,,,,,"$37,836.53",,,,,,12323
1316,VinFast,VF 9,2019,,,,,,"$43,459.86",,,,,,7666
1317,Dacia,Bigster EV (upcoming),2017,,,,,,"$64,861.13",,,,,,9749
1318,Citroen,Ami,2024,,,,,,"$139,300.64",,,,,,16984
1319,Jaguar,I-PACE,2017,,,,,,"$103,104.33",,,,,,14806
1320,Changan,SL03,2020,,,,,,"$127,306.22",,,,,,17140
1321,Lotus,Eletre,2016,,,,,,"$90,333.30",,,,,,16111
1322,Hyundai,Ioniq 6,2020,,,,,,"$104,063.42",,,,,,1539
1323,Rimac,Nevera,2023,,,,,,"$124,718.24",,,,,,389
1324,Rimac,Nevera,2017,,,,,,"$58,935.73",,,,,,15542
1325,Volkswagen,ID.Buzz,2020,,,,,,"$37,088.50",,,,,,9286
1326,BMW,iX,2019,,,,,,"$71,190.12",,,,,,2584
1327,Seat,Avenger,2023,,,,,,"$59,039.34",,,,,,2960
1328,Acura,ZDX (with GM Ultium),2022,,,,,,"$128,449.36",,,,,,3318
1329,Mazda,MX-30,2021,,,,,,"$139,321.63",,,,,,12393
1330,Tesla,Model X,2018,,,,,,"$60,770.97",,,,,,15133
1331,Acura,ZDX (with GM Ultium),2020,,,,,,"$61,872.12",,,,,,16069
1332,Tesla,Model X,2017,,,,,,"$91,093.22",,,,,,7533
1333,Rimac,Nevera,2015,,,,,,"$78,255.83",,,,,,16569
1334,Citroen,ë-Spacetourer,2024,,,,,,"$72,072.60",,,,,,16087
1335,Changan,Deepal S07,2018,,,,,,"$120,907.08",,,,,,16511
1336,Audi,A6 e-tron (upcoming),2022,,,,,,"$56,693.36",,,,,,7620
1337,Tesla,Cybertruck,2015,,,,,,"$129,108.56",,,,,,1294
1338,Audi,e-tron GT,2018,,,,,,"$46,074.06",,,,,,19384
1339,Toyota,bZ4X,2024,,,,,,"$107,189.59",,,,,,4725
1340,Maserati,GranTurismo Folgore,2015,,,,,,"$76,772.95",,,,,,16253
1341,VinFast,VF 7,2017,,,,,,"$41,961.45",,,,,,3251
1342,NIO,ES6,2015,,,,,,"$108,335.73",,,,,,12809
1343,Renault,5 E-Tech,2016,,,,,,"$85,781.56",,,,,,18451
1344,Nissan,Ariya,2018,,,,,,"$50,599.82",,,,,,2476
1345,NIO,EL7,2017,,,,,,"$140,645.92",,,,,,17929
1346,Great Wall Motors,ORA Good Cat,2022,,,,,,"$47,363.97",,,,,,13019
1347,Ford,E-Transit,2017,,,,,,"$117,908.21",,,,,,5907
1348,GMC,Hummer EV Pickup,2018,,,,,,"$56,957.92",,,,,,18258
1349,Skoda,Enyaq,2019,,,,,,"$34,446.65",,,,,,2979
1350,Faraday Future,FF 91,2023,,,,,,"$126,280.05",,,,,,13805
1351,Rivian,R1S,2021,,,,,,"$61,058.15",,,,,,18499
1352,Ferrari,SF90 Stradale (PHEV),2022,,,,,,"$66,093.06",,,,,,12879
1353,Renault,5 E-Tech,2018,,,,,,"$91,183.38",,,,,,17294
1354,Rimac,Nevera,2021,,,,,,"$149,744.53",,,,,,10775
1355,Rivian,R1T,2015,,,,,,"$65,002.90",,,,,,16913
1356,Ferrari,Ferrari EV (2025+),2016,,,,,,"$144,593.40",,,,,,16202
1357,Changan,Q05,2024,,,,,,"$104,133.11",,,,,,17944
1358,Great Wall Motors,ORA Lightning Cat,2021,,,,,,"$59,884.94",,,,,,3149
1359,Hyundai,Ioniq 6,2016,,,,,,"$69,567.13",,,,,,8512
1360,Tesla,Model S,2020,,,,,,"$33,596.56",,,,,,8956
1361,Zeekr,Zeekr 007,2017,,,,,,"$107,275.49",,,,,,4514
1362,Volvo,EX90,2024,,,,,,"$136,881.95",,,,,,10641
1363,Changan,SL03,2020,,,,,,"$141,666.25",,,,,,18350
1364,Lamborghini,Lanzador (upcoming EV),2016,,,,,,"$124,356.21",,,,,,1038
1365,Changan,Q05,2017,,,,,,"$40,230.37",,,,,,5759
1366,Volkswagen,ID.7,2025,,,,,,"$138,533.93",,,,,,7352
1367,Citroen,ë-Spacetourer,2019,,,,,,"$137,260.04",,,,,,3508
1368,Hyundai,Ioniq 6,2018,,,,,,"$67,095.32",,,,,,13429
1369,Mercedes-Benz,EQE,2020,,,,,,"$110,181.42",,,,,,12695
1370,Seat,Avenger,2017,,,,,,"$79,052.37",,,,,,2638
1371,Mercedes-Benz,EQC,2025,,,,,,"$43,062.37",,,,,,7710
1372,Toyota,bZ4X,2019,,,,,,"$143,696.91",,,,,,11674
1373,Fisker,Pear (upcoming),2024,,,,,,"$63,169.47",,,,,,17914
1374,Hyundai,Ioniq 5,2022,,,,,,"$57,041.68",,,,,,2122
1375,Lotus,Emeya,2024,,,,,,"$133,940.56",,,,,,12159
1376,Lucid Motors,Lucid DreamDrive,2019,,,,,,"$44,215.66",,,,,,16274
1377,Kia,EV9,2015,,,,,,"$83,606.62",,,,,,432
1378,Subaru,Solterra,2016,,,,,,"$100,763.28",,,,,,5098
1379,Skoda,Elroq (upcoming),2024,,,,,,"$107,761.70",,,,,,3947
1380,Rivian,R1S,2020,,,,,,"$140,714.88",,,,,,4508
1381,Cadillac,Lyriq,2018,,,,,,"$96,302.98",,,,,,19520
1382,Acura,ZDX (with GM Ultium),2019,,,,,,"$130,500.15",,,,,,5965
1383,Lamborghini,Revuelto (PHEV),2025,,,,,,"$146,433.67",,,,,,6988
1384,Porsche,Macan EV,2016,,,,,,"$121,610.20",,,,,,14499
1385,Skoda,Enyaq Coupe,2016,,,,,,"$147,905.13",,,,,,9771
1386,NIO,ET7,2015,,,,,,"$147,507.02",,,,,,3686
1387,Maserati,Grecale Folgore,2024,,,,,,"$56,446.88",,,,,,506
1388,Volvo,XC40 Recharge,2017,,,,,,"$73,767.41",,,,,,7572
1389,GMC,Hummer EV SUV,2018,,,,,,"$128,422.25",,,,,,16566
1390,VinFast,VF 9,2016,,,,,,"$121,790.20",,,,,,3227
1391,Volvo,EX30,2024,,,,,,"$75,165.67",,,,,,618
1392,Mazda,Mazda EV (upcoming models),2021,,,,,,"$85,509.12",,,,,,16385
1393,Jaguar,I-PACE,2021,,,,,,"$106,946.08",,,,,,7479
1394,Nissan,Leaf,2022,,,,,,"$68,918.11",,,,,,17304
1395,Ford,Explorer EV (Europe),2017,,,,,,"$81,433.29",,,,,,6767
1396,Rivian,EDV (Electric Delivery Van),2023,,,,,,"$45,045.64",,,,,,989
1397,Lotus,Evija,2021,,,,,,"$123,620.65",,,,,,4744
1398,Lucid Motors,Lucid DreamDrive,2021,,,,,,"$83,924.64",,,,,,1893
1399,Great Wall Motors,ORA Ballet Cat,2024,,,,,,"$49,054.23",,,,,,4822
1400,Great Wall Motors,ORA Good Cat,2021,,,,,,"$114,739.99",,,,,,16059
1401,Cadillac,Lyriq,2022,,,,,,"$135,964.91",,,,,,12281
1402,Kia,EV9,2024,,,,,,"$137,818.65",,,,,,8720
1403,Skoda,Enyaq Coupe,2019,,,,,,"$134,202.18",,,,,,13109
1404,Geely,Geometry A,2020,,,,,,"$55,041.43",,,,,,14436
1405,Ferrari,Roma PHEV,2022,,,,,,"$144,948.33",,,,,,18023
1406,Kia,Niro EV,2024,,,,,,"$89,190.75",,,,,,1564
1407,Opel,Grandland Electric,2021,,,,,,"$107,505.80",,,,,,19271
1408,Honda,Honda e (discontinued),2025,,,,,,"$95,535.79",,,,,,5558
1409,Maserati,Grecale Folgore,2025,,,,,,"$49,908.47",,,,,,9158
1410,Maserati,Grecale Folgore,2024,,,,,,"$59,671.94",,,,,,12263
1411,Faraday Future,FF 91,2020,,,,,,"$64,041.59",,,,,,9333
1412,VinFast,VF 7,2024,,,,,,"$65,345.19",,,,,,17609
1413,Fisker,Ocean,2016,,,,,,"$40,855.90",,,,,,19698
1414,Volkswagen,ID.3,2016,,,,,,"$87,734.65",,,,,,5972
1415,Opel,Mokka-e,2025,,,,,,"$148,318.04",,,,,,7506
1416,Great Wall Motors,ORA Lightning Cat,2018,,,,,,"$62,888.34",,,,,,3371
1417,Seat,Avenger,2024,,,,,,"$98,529.83",,,,,,5446
1418,Kia,Soul EV,2020,,,,,,"$41,290.46",,,,,,1617
1419,Geely,Geometry C,2024,,,,,,"$45,221.98",,,,,,8335
1420,Faraday Future,FF 91,2023,,,,,,"$95,127.79",,,,,,7683
1421,Jeep,Recon (upcoming),2020,,,,,,"$86,072.39",,,,,,16497
1422,Peugeot,e-2008,2023,,,,,,"$87,339.11",,,,,,19152
1423,BYD,Seal,2018,,,,,,"$39,618.37",,,,,,3482
1424,Porsche,Panamera EV,2025,,,,,,"$96,296.48",,,,,,5555
1425,Polestar,Polestar 4,2016,,,,,,"$102,658.14",,,,,,8
1426,Pininfarina,Battista,2024,,,,,,"$64,204.84",,,,,,18839
1427,Polestar,Polestar 4,2018,,,,,,"$85,641.64",,,,,,17330
1428,Changan,Deepal S07,2025,,,,,,"$112,210.48",,,,,,17226
1429,Fisker,Ocean,2015,,,,,,"$80,839.11",,,,,,13446
1430,Tesla,Roadster (upcoming),2024,,,,,,"$142,642.95",,,,,,6443
1431,Porsche,Cayenne Electric (upcoming),2022,,,,,,"$80,426.79",,,,,,5900
1432,Chevrolet,Volt (PHEV),2021,,,,,,"$96,057.48",,,,,,9823
